socialClass; priority; socialStatus; stamina; hunger; leisure; extraversion; agreableness; conscientiouness; emotionalStability; opennesExp; actualState
HIGH; SELF; MARRIED; 1; 1; 0; 0,08330953; 0,91058147; 0,27936745; 0,66478837; Investigation
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,9712203; 0,54895765; 0,47717458; 0,7834466; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,13003492; 0,459476; 0,5186635; 0,57150227; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,3225248; 0,5780268; 0,7743056; 0,6174397; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,51007396; 0,17312217; 0,68162715; 0,9007194; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,6033077; 0,38352704; 0,548049; 0,3778569; Interact
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,24417335; 0,92981523; 0,8891263; 0,73017925; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,31579316; 0,9911833; 0,58817583; 0,85457397; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,4257053; 0,6903952; 0,702525; 0,1801247; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,537315; 0,031731427; 0,36476552; 0,98879826; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,3206359; 0,6322797; 0,122954726; 0,33729398; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,116000414; 0,8812811; 0,37126404; 0,2708103; PatrolWalk
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,72600865; 0,34251344; 0,87714535; 0,97844964; Investigation
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,9242438; 0,89329505; 0,38984466; 0,70014584; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,93848103; 0,64565873; 0,2164765; 0,5187143; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,42906922; 0,6636089; 0,5199691; 0,17994863; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,95583737; 0,24001157; 0,5762377; 0,22795266; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,08574551; 0,19149494; 0,094264984; 0,5503601; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,13932401; 0,4944095; 0,6416425; 0,22934318; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,58904916; 0,75094664; 0,07909113; 0,89376605; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,09700853; 0,8022466; 0,49351966; 0,5906546; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,68923575; 0,77654153; 0,83903193; 0,6611131; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,8849377; 0,051442206; 0,3204161; 0,41775703; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,8754431; 0,4609974; 0,6691741; 0,6025958; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,5838522; 0,5373832; 0,39430177; 0,94943595; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,98909074; 0,7310402; 0,96828115; 0,84181017; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,6719259; 0,8398026; 0,6380894; 0,047389805; Interact
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,69814324; 0,42574912; 0,006950259; 0,9798603; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,26050758; 0,75867736; 0,38468444; 0,3335688; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,5984366; 0,65643895; 0,9212263; 0,10657346; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,93845206; 0,25510252; 0,59408695; 0,97842807; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,2029345; 0,9694062; 0,024834216; 0,2827946; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,06984478; 0,8443291; 0,041529655; 0,6299656; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,20486933; 0,75867146; 0,3206237; 0,7658886; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,1974243; 0,53571963; 0,0218665; 0,34074676; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,3489682; 0,7523646; 0,08898425; 0,48967838; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,24107492; 0,8146576; 0,6365982; 0,293285; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,79753745; 0,67952996; 0,9873146; 0,7491207; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,4391787; 0,30253518; 0,6578261; 0,15709615; Idle
HIGH; SELF; MARRIED; 1; 1; 0; 0,23866361; 0,77988034; 0,52338237; 0,3019488; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,50953305; 0,78639245; 0,7978206; 0,68159133; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,94551116; 0,38586456; 0,61531013; 0,037970185; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,32574588; 0,97786665; 0,2912196; 0,1986888; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,5738728; 0,8824698; 0,71322876; 0,09822899; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,38240743; 0,6838468; 0,3677287; 0,900661; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,8610024; 0,8762717; 0,50074816; 0,5127871; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,542913; 0,41973317; 0,4799413; 0,020205617; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,14251268; 0,42896682; 0,31531566; 0,5873465; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,43012142; 0,47375703; 0,12556702; 0,75226307; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,52699697; 0,55443054; 0,6780029; 0,7347346; Investigation
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,61212915; 0,6067047; 0,26643693; 0,7451425; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,42123812; 0,44558614; 0,3332966; 0,021366954; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,33417106; 0,51937467; 0,010502815; 0,17289674; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,0154057145; 0,2252801; 0,13475126; 0,7151042; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,20302778; 0,5787809; 0,39111227; 0,19684333; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,8332273; 0,9352936; 0,5253681; 0,68895024; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,30319583; 0,11146033; 0,54626936; 0,38021398; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,97459; 0,37899333; 0,746956; 0,73287016; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,3571875; 0,80146295; 0,7722939; 0,99587864; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,54546064; 0,6619938; 0,66798633; 0,26119727; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,3978958; 0,81674; 0,18532395; 0,15310156; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5399275; 0,27657866; 0,15027595; 0,5414233; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,4782111; 0,59468925; 0,5517638; 0,4190343; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,97899777; 0,16630352; 0,6970222; 0,61446023; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,56043947; 0,85671777; 0,3415566; 0,27312368; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,95374787; 0,67547536; 0,33585; 0,48028785; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,99909717; 0,0036863089; 0,9195288; 0,49007893; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,1073668; 0,3009686; 0,9671837; 0,6080909; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,4814781; 0,004210353; 0,17027777; 0,47770435; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,4206965; 0,97019047; 0,94365364; 0,26225895; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,36159164; 0,45561004; 0,29945886; 0,98195106; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,59129727; 0,2327013; 0,6427881; 0,40459442; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,24027914; 0,62080276; 0,28490275; 0,8473795; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,20754677; 0,48068798; 0,67850673; 0,4122817; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,9448989; 0,7700664; 0,4423893; 0,22776252; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,48968315; 0,29233837; 0,95790005; 0,64925903; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,030478239; 0,3071558; 0,3085673; 0,61359286; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,8353839; 0,90187085; 0,22092277; 0,44634944; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,07244533; 0,5364667; 0,11760348; 0,7054887; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9740267; 0,33588594; 0,25481975; 0,545786; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,99698544; 0,9418549; 0,7823621; 0,9148088; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,52315414; 0,10045385; 0,25210947; 0,9486313; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,5165647; 0,05894798; 0,58040667; 0,41220516; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,8494566; 0,09685552; 0,6381773; 0,76531655; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,48298526; 0,34428227; 0,47069842; 0,3125828; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,23054779; 0,11278409; 0,6283824; 0,5027625; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,9106696; 0,5212902; 0,68873847; 0,69173056; Investigation
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,029156804; 0,8601123; 0,85165805; 0,7439339; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,19821954; 0,58562505; 0,92766666; 0,42896777; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,6289533; 0,13830954; 0,17044544; 0,15501398; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,84889066; 0,86849767; 0,3957653; 0,4661311; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,015057862; 0,9016845; 0,21315843; 0,268287; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,18845129; 0,14562333; 0,24119985; 0,517347; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,1873765; 0,7088632; 0,349508; 0,97577184; PatrolWalk
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,7128635; 0,5126425; 0,4723137; 0,8280055; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,45891804; 0,9090504; 0,38911808; 0,03729379; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,41791266; 0,64732605; 0,5288031; 0,8689828; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,569492; 0,9157859; 0,040108442; 0,76680815; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,0019898415; 0,5583375; 0,44728702; 0,4608431; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,53290814; 0,58605367; 0,9606639; 0,7905729; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,8802114; 0,913713; 0,8474518; 0,9170609; Investigation
HIGH; SELF; MARRIED; 0; 0; 1; 0,68242586; 0,5246958; 0,6279055; 0,90518373; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,435691; 0,52904993; 0,45029736; 0,9322366; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,9631223; 0,69171786; 0,35421008; 0,9807921; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,99722004; 0,31577706; 0,66415447; 0,8835262; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,10964471; 0,10294974; 0,022600174; 0,97896457; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,33184445; 0,90494424; 0,9151145; 0,8357827; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,34110552; 0,62381387; 0,59339684; 0,7035982; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,7825214; 0,3481661; 0,6423568; 0,31271213; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6773859; 0,011269271; 0,5326854; 0,024300992; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,53999597; 0,39889783; 0,9150866; 0,034713864; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,57022744; 0,015767157; 0,505441; 0,25613368; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,64457756; 0,7772479; 0,14345723; 0,26015866; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6206498; 0,4668849; 0,29932767; 0,72726715; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,59253365; 0,5057875; 0,48684245; 0,78041154; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,43970907; 0,09926653; 0,44328266; 0,47179872; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,20982832; 0,39287466; 0,016017139; 0,98601276; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,21637386; 0,9176792; 0,76232827; 0,53268176; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,26484865; 0,40471524; 0,53095037; 0,08910966; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,65482944; 0,4216177; 0,9687988; 0,020936906; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,5278769; 0,34734893; 0,2462967; 0,96512; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,8084441; 0,74496675; 0,89016944; 0,014958203; Interact
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,9901258; 0,9881282; 0,41492856; 0,26225847; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,83650887; 0,19538903; 0,23584789; 0,24799055; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,44962633; 0,31038833; 0,25770694; 0,15472972; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6729881; 0,21043515; 0,08304262; 0,72304195; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,9307757; 0,52716124; 0,57815164; 0,52751315; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,0010964274; 0,837097; 0,78284085; 0,8974596; Investigation
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,3965972; 0,08528477; 0,61134017; 0,22739637; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,2931891; 0,893988; 0,65267944; 0,2851041; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,9394512; 0,9693135; 0,90513825; 0,8680614; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,27949655; 0,3975035; 0,8934099; 0,4532091; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9842494; 0,49086523; 0,48807693; 0,8860478; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,085570276; 0,5908047; 0,3442548; 0,9243898; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,889501; 0,34324312; 0,0958693; 0,35528624; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,9775024; 0,8626737; 0,1349774; 0,99334985; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,0023971796; 0,76157254; 0,765775; 0,14542204; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,28739804; 0,18595457; 0,43962175; 0,016050577; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,04087907; 0,8248714; 0,36936748; 0,95081687; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5630704; 0,9437405; 0,19036639; 0,563966; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,23915112; 0,8372199; 0,42690325; 0,65539217; Idle
HIGH; SELF; MARRIED; 1; 1; 0; 0,58306795; 0,7346266; 0,26846224; 0,019763768; Interact
HIGH; SELF; MARRIED; 0; 0; 1; 0,52765614; 0,7747887; 0,52136534; 0,8892226; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,6930803; 0,4468912; 0,05770284; 0,28124964; Interact
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,37771237; 0,92714953; 0,25823265; 0,32086653; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,3017413; 0,40833795; 0,03266883; 0,82667804; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,113909304; 0,4947263; 0,5425432; 0,21712959; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,78815496; 0,10980368; 0,0837757; 0,61747825; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,31994146; 0,28116745; 0,7255861; 0,9690362; Investigation
HIGH; SELF; MARRIED; 0; 0; 1; 0,14933062; 0,13007528; 0,318415; 0,34110564; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,9041521; 0,39921492; 0,6427264; 0,9968645; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,6382773; 0,48627084; 0,35394776; 0,8235195; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,65729535; 0,0015063286; 0,58011186; 0,68822926; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,3918249; 0,9909047; 0,18133307; 0,43780106; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,89002436; 0,09637493; 0,79451066; 0,53358746; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,3332445; 0,015650988; 0,57726437; 0,5151252; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,23525155; 0,7218508; 0,58582586; 0,44298285; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,4705298; 0,41952366; 0,4443261; 0,41227108; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,015011847; 0,35868186; 0,6299428; 0,84407634; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,7006317; 0,35314643; 0,8486948; 0,09908795; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,73458683; 0,20764554; 0,7846369; 0,529947; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,9378493; 0,10180551; 0,2857297; 0,37843406; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,82772374; 0,05504185; 0,21274692; 0,28366125; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,611687; 0,5989571; 0,39317495; 0,21834034; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,09579539; 0,24204987; 0,73684937; 0,8839002; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9955463; 0,042185426; 0,7156767; 0,887098; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,027178407; 0,7186227; 0,9491964; 0,14755732; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,107148886; 0,74497354; 0,0112810135; 0,663261; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,50023985; 0,12967318; 0,61938703; 0,7651237; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,7255086; 0,40083736; 0,5300529; 0,9960957; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,8688084; 0,6118921; 0,57097787; 0,77126545; Investigation
HIGH; SELF; MARRIED; 0; 0; 1; 0,841556; 0,06196922; 0,50311506; 0,574899; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,8132729; 0,3963492; 0,84157246; 0,52963954; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,83116597; 0,8964322; 0,46057063; 0,18138748; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,996729; 0,94205236; 0,53000456; 0,9619796; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,30364656; 0,23284471; 0,39320934; 0,9186884; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,81956375; 0,8390488; 0,3186412; 0,3294; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,6360796; 0,4319834; 0,8544881; 0,5529397; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,3371678; 0,1501987; 0,69618493; 0,95606685; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9829261; 0,71143526; 0,4254105; 0,15101504; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,5966875; 0,9995192; 0,4769107; 0,16322142; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5392364; 0,56946987; 0,11065507; 0,07745355; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,49627918; 0,3711533; 0,6827931; 0,2699514; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,13514584; 0,116232336; 0,7559033; 0,8311226; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6591398; 0,5246118; 0,19806743; 0,42772788; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,5056192; 0,82357746; 0,6614858; 0,4117691; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,30033278; 0,9623504; 0,9792964; 0,5941459; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5726149; 0,8089427; 0,9324605; 0,22394884; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,023855805; 0,83114755; 0,6752523; 0,35927886; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,9824374; 0,76543605; 0,26990724; 0,52741605; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,18840694; 0,9432758; 0,6458741; 0,2851265; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,76849824; 0,7634542; 0,333126; 0,019929409; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,40757817; 0,25670654; 0,3991819; 0,22273296; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,23102307; 0,6340027; 0,43444616; 0,8549777; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,023872077; 0,5176128; 0,8674138; 0,24542153; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,07521099; 0,62315786; 0,7458034; 0,2512157; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,27888423; 0,57769656; 0,74940574; 0,35322392; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,51079166; 0,18391919; 0,33439428; 0,22972721; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,67837876; 0,45936346; 0,99624765; 0,6570422; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,58170784; 0,49338365; 0,45863605; 0,90534806; Idle
HIGH; SELF; MARRIED; 0,8999998; 0,8999998; 0,10000028; 0,12445766; 0,5431731; 0,77862686; 0,3996812; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5511924; 0,14700782; 0,685298; 0,8125421; PatrolWalk
HIGH; SELF; MARRIED; 1; 1; 0; 0,12672651; 0,88259625; 0,2775802; 0,74078625; Investigation
HIGH; SELF; MARRIED; 0,8999998; 0,8999998; 0,10000028; 0,6914805; 0,19576418; 0,29747927; 0,0976187; Interact
HIGH; SELF; MARRIED; 0; 0; 1; 0,9600494; 0,15506071; 0,33601493; 0,22580475; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6598127; 0,40853387; 0,5299276; 0,710493; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,1380626; 0,8941595; 0,720062; 0,27990592; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,24734998; 0,35445154; 0,045489192; 0,13413209; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9237018; 0,3083899; 0,5793008; 0,21280468; Idle
